corpus_id,title,author,first_publication_year,genre,corpus_status,market_status,date_status,apparition_class,ghost_role,mediating_object,haunting_site,ontological_certainty,outlier_flag,source_id,source_container,source_url,boundary_method,word_count,sha256,local_text_file,notes,corpus_layer,recovery_priority,gender_inference_status,publication_route,digitization_route,inclusion_rationale,credited_author,compiler_editor,translator_reteller,oral_source_or_informant,source_community_or_tradition,author_gender,author_geography,colonial_relation,original_language,pseudonym_or_collaboration,attribution_certainty,text_quality_status,screening_version,version_action
BGH194,The Haunted Inheritance,E. Nesbit,,short story,provisional_bibliography,screened British/Irish/imperial literary market; verify venue in chapter citations,verify first publication / English translation,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG33028,PG33028.txt,https://www.gutenberg.org/ebooks/33028,title heading to next major heading,6054,a30be0be67e12867fde49a7d3a2e8cf2a822607920eea560d4e975d25fc72088,texts/BGH194_E_Nesbit_The_Haunted_Inheritance.txt,Added from the screened Sheet2 expansion. haunting/hoax admitted; date to verify,screened_expansion,,woman; public author identity; authority record still recommended,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,E. Nesbit,,,,,woman,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH195,The Power of Darkness,E. Nesbit,1905,short story,confirmed_textual_fit,screened British/Irish/imperial literary market; verify venue in chapter citations,confirmed,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG33028,PG33028.txt,https://www.gutenberg.org/ebooks/33028,title heading to next major heading,5363,85c48d84df187a85fa42d8f113e025426266398d20b02c535fe70fbfe0b1eebb,texts/BGH195_E_Nesbit_The_Power_of_Darkness.txt,Added from the screened Sheet2 expansion. haunting and staged terror,screened_expansion,,woman; public author identity; authority record still recommended,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,E. Nesbit,,,,,woman,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH196,The Ebony Frame,E. Nesbit,1891,short story,confirmed_textual_fit,screened British/Irish/imperial literary market; verify venue in chapter citations,confirmed,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG40321,PG40321.txt,https://www.gutenberg.org/ebooks/40321,title heading to next major heading,3116,91b0adfe5f05aa74b5474cffd704f05d6153306e6bbf7de6b259f9a01c344765,texts/BGH196_E_Nesbit_The_Ebony_Frame.txt,Added from the screened Sheet2 expansion. portrait-mediated ghost,screened_expansion,,woman; public author identity; authority record still recommended,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,E. Nesbit,,,,,woman,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH197,Uncle Abraham's Romance,E. Nesbit,1893,short story,confirmed_textual_fit,screened British/Irish/imperial literary market; verify venue in chapter citations,confirmed,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG40321,PG40321.txt,https://www.gutenberg.org/ebooks/40321,title heading to next major heading,2472,76f18207d3c89f12d022cce13dfaa69801598cd0f0b2599a5535732600b031f0,texts/BGH197_E_Nesbit_Uncle_Abraham_s_Romance.txt,Added from the screened Sheet2 expansion. apparition romance,screened_expansion,,woman; public author identity; authority record still recommended,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,E. Nesbit,,,,,woman,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH198,The Mystery of the Semi-Detached,E. Nesbit,1893,short story,confirmed_textual_fit,screened British/Irish/imperial literary market; verify venue in chapter citations,confirmed,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG40321,PG40321.txt,https://www.gutenberg.org/ebooks/40321,title heading to next major heading,4267,cb05b563a782952cb9ba99fd6e39fad51b12ed5a67826f24e8734cf1263c5b13,texts/BGH198_E_Nesbit_The_Mystery_of_the_Semi_Detached.txt,Added from the screened Sheet2 expansion. crisis apparition / vision of death,screened_expansion,,woman; public author identity; authority record still recommended,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,E. Nesbit,,,,,woman,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH199,From the Dead,E. Nesbit,,short story,provisional_bibliography,screened British/Irish/imperial literary market; verify venue in chapter citations,verify first publication / English translation,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG40321,PG40321.txt,https://www.gutenberg.org/ebooks/40321,title heading to next major heading,5168,a2a13dbc722ea2a93375c44f78c525ac528e9067f99bfc70794808f5d7c8a3b3,texts/BGH199_E_Nesbit_From_the_Dead.txt,Added from the screened Sheet2 expansion. postmortem apparition; date to verify,screened_expansion,,woman; public author identity; authority record still recommended,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,E. Nesbit,,,,,woman,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH200,The Dead Smile,F. Marion Crawford,1899,short story,confirmed_textual_fit,screened British/Irish/imperial literary market; verify venue in chapter citations,confirmed,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG40386,PG40386_Wandering_Ghosts.txt,https://www.gutenberg.org/ebooks/40386,title heading to next major heading,8512,fcb5f658af643e4b7e304e5a53be30df0e2a980f53e6eaed9ed74a35f5042258,texts/BGH200_F_Marion_Crawford_The_Dead_Smile.txt,Added from the screened Sheet2 expansion. family ghost and banshee,screened_expansion,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,F. Marion Crawford,,,,,not authority-coded,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH201,The Beckoning Fair One,Oliver Onions,1911,novella,confirmed_textual_fit,screened British/Irish/imperial literary market; verify venue in chapter citations,confirmed,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG14168,PG14168.txt,https://www.gutenberg.org/ebooks/14168,title heading to next major heading,11354,27e8fa4380639c11804d974b96e57d2cf324755da26eeb884cb5caf3af384acc,texts/BGH201_Oliver_Onions_The_Beckoning_Fair_One.txt,Added from the screened Sheet2 expansion. ambiguous possessing ghost,screened_expansion,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,Oliver Onions,,,,,not authority-coded,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH202,Rooum,Oliver Onions,1910,short story,confirmed_textual_fit,screened British/Irish/imperial literary market; verify venue in chapter citations,confirmed,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG14168,PG14168.txt,https://www.gutenberg.org/ebooks/14168,title heading to next major heading,5664,aea1c2354f1fd272d7e5f1c745ac28c4b8f0dcf0a6cab34fa027830309d62415,texts/BGH202_Oliver_Onions_Rooum.txt,Added from the screened Sheet2 expansion. apparition associated with railway force,screened_expansion,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,Oliver Onions,,,,,not authority-coded,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH203,Phantas,Oliver Onions,1910,short story,confirmed_textual_fit,screened British/Irish/imperial literary market; verify venue in chapter citations,confirmed,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG14168,PG14168.txt,https://www.gutenberg.org/ebooks/14168,title heading to next major heading,5753,bbe5853dbb78409d853e72b9c60f8d7145ae5c422ceabfc5544e61b1ef061980,texts/BGH203_Oliver_Onions_Phantas.txt,Added from the screened Sheet2 expansion. apparition; pre-1914 collection,screened_expansion,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,Oliver Onions,,,,,not authority-coded,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH204,The Monkey's Paw,W. W. Jacobs,1902,short story,confirmed_textual_fit,screened British/Irish/imperial literary market; verify venue in chapter citations,confirmed,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG12122,PG12122.txt,https://www.gutenberg.org/ebooks/12122,whole autonomous work,3965,c66583942c149e2df1bf6bd4bcabc55285d02215f3bae55abee6e1ed40dd1249,texts/BGH204_W_W_Jacobs_The_Monkey_s_Paw.txt,Added from the screened Sheet2 expansion. ambiguous revenant,screened_expansion,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,W. W. Jacobs,,,,,not authority-coded,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH205,The Toll House,W. W. Jacobs,1909,short story,confirmed_textual_fit,screened British/Irish/imperial literary market; verify venue in chapter citations,confirmed,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG10787,PG10787.txt,https://www.gutenberg.org/ebooks/10787,whole autonomous work,3534,0f324a76d2b072cc6fc2caf55b6e7cb7c2fa817b3baf19e45221261718ea0375,texts/BGH205_W_W_Jacobs_The_Toll_House.txt,Added from the screened Sheet2 expansion. comic hoax haunting,screened_expansion,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,W. W. Jacobs,,,,,not authority-coded,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH206,The Three Sisters,W. W. Jacobs,,short story,provisional_bibliography,screened British/Irish/imperial literary market; verify venue in chapter citations,verify first publication / English translation,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG12156,PG12156.txt,https://www.gutenberg.org/ebooks/12156,whole autonomous work,2929,fd6ce3ca2b9ff61977660fe53d9bfb233e8d6f9513c30fed7efaaa89f5f6abf5,texts/BGH206_W_W_Jacobs_The_Three_Sisters.txt,Added from the screened Sheet2 expansion. ghost tale; date to verify,screened_expansion,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,W. W. Jacobs,,,,,not authority-coded,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH207,"The Truth, the Whole Truth, and Nothing but the Truth",Rhoda Broughton,1868,short story,confirmed_textual_fit,screened British/Irish/imperial literary market; verify venue in chapter citations,confirmed,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG69297,PG69297_Tales_for_Christmas_Eve.txt,https://www.gutenberg.org/ebooks/69297,title heading to next major heading,4035,ac435880617a4e76937d8c49d9899356852b20cb34c0694c34cf735461d4a316,texts/BGH207_Rhoda_Broughton_The_Truth_the_Whole_Truth_and_Nothing_but_the_Truth.txt,Added from the screened Sheet2 expansion. haunted-house testimony,screened_expansion,,woman; public author identity; authority record still recommended,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,Rhoda Broughton,,,,,woman,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH208,A Wicked Voice,Vernon Lee,1890,short story,confirmed_textual_fit,screened British/Irish/imperial literary market; verify venue in chapter citations,confirmed,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG9956,PG9956.txt,https://www.gutenberg.org/ebooks/9956,title heading to next major heading,10355,b1c33dc216cfd5e2114702e480c84d3d4033f24fe6eba2c88634bf8c62f82cf6,texts/BGH208_Vernon_Lee_A_Wicked_Voice.txt,Added from the screened Sheet2 expansion. dead singer's voice,screened_expansion,,woman; public author identity; authority record still recommended,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,Vernon Lee,,,,,woman,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH209,Amour Dure,Vernon Lee,1887,short story,confirmed_textual_fit,screened British/Irish/imperial literary market; verify venue in chapter citations,confirmed,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG9956,PG9956.txt,https://www.gutenberg.org/ebooks/9956,title heading to verified next-work heading,24527,fd479daa3534ce535fd66e8ccedabd0a507d39d1ec27e4d8d65cbcbda1e4e602,texts/BGH209_Vernon_Lee_Amour_Dure.txt,Added from the screened Sheet2 expansion. archivally mediated female ghost,screened_expansion,,woman; public author identity; authority record still recommended,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,Vernon Lee,,,,,woman,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH210,Oke of Okehurst,Vernon Lee,1886,novella,confirmed_textual_fit,screened British/Irish/imperial literary market; verify venue in chapter citations,confirmed,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG9956,PG9956.txt,https://www.gutenberg.org/ebooks/9956,title heading to next major heading,30778,8125d4ae90e2367b0ffff7eef5622253f2685917233be15c35b313ed4e2150b2,texts/BGH210_Vernon_Lee_Oke_of_Okehurst.txt,Added from the screened Sheet2 expansion. ancestral apparition/reincarnation ambiguity,screened_expansion,,woman; public author identity; authority record still recommended,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,Vernon Lee,,,,,woman,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH211,The Ghost of Charlotte Cray,Florence Marryat,1883,short story,confirmed_textual_fit,screened British/Irish/imperial literary market; verify venue in chapter citations,confirmed,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG76950,PG76950.txt,https://www.gutenberg.org/ebooks/76950,title heading to next major heading,17913,3cda991c962824b5db5a012b584aade63e0ddc67c3491a725989b98e5e0aeb2a,texts/BGH211_Florence_Marryat_The_Ghost_of_Charlotte_Cray.txt,Added from the screened Sheet2 expansion. recognizable ghost of the dead,screened_expansion,,woman; public author identity; authority record still recommended,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,Florence Marryat,,,,,woman,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH212,The Hand,Guy de Maupassant,1883,short story / English translation,confirmed_textual_fit,screened British/Irish/imperial literary market; verify venue in chapter citations,confirmed,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG3082,PG3082.txt,https://www.gutenberg.org/ebooks/3082,title heading to next major heading,2063,bc4d3eacda3d59564e512b64c11dce7b0fcfe68cbf895ff9df2a88042813c47e,texts/BGH212_Guy_de_Maupassant_The_Hand.txt,Added from the screened Sheet2 expansion. revenant body part; English market/date to verify,screened_expansion,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,Guy de Maupassant,,,,,not authority-coded,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH213,The Apparition,Guy de Maupassant,1883,short story / English translation,confirmed_textual_fit,screened British/Irish/imperial literary market; verify venue in chapter citations,confirmed,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG3083,PG3083.txt,https://www.gutenberg.org/ebooks/3083,title heading to next major heading,2383,b20d04be1d7b6cf5124dc591fcb34775b8915fe93f5230ad50376266aa910aa6,texts/BGH213_Guy_de_Maupassant_The_Apparition.txt,Added from the screened Sheet2 expansion. ghostly woman; English market/date to verify,screened_expansion,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,Guy de Maupassant,,,,,not authority-coded,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH214,The Ghosts,Lord Dunsany,1908,short story,confirmed_textual_fit,screened British/Irish/imperial literary market; verify venue in chapter citations,confirmed,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG10806,PG10806.txt,https://www.gutenberg.org/ebooks/10806,title heading to verified next-work heading,1700,b48da2d7a67719648cfc13728b86d4b84fdfc0694af4607d8806d13dbaefaaff,texts/BGH214_Lord_Dunsany_The_Ghosts.txt,Added from the screened Sheet2 expansion. ghosts of the dead,screened_expansion,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,Lord Dunsany,,,,,not authority-coded,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH215,The Haunted Chair,Richard Marsh,1901,short story,confirmed_textual_fit,screened British/Irish/imperial literary market; verify venue in chapter citations,confirmed,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG37966,PG37966.txt,https://www.gutenberg.org/ebooks/37966,title heading to next major heading,15153,2d52f4c3811c223347e337883bb2d8e12a215035a5b848632ae29c65637dee46,texts/BGH215_Richard_Marsh_The_Haunted_Chair.txt,Added from the screened Sheet2 expansion. object-mediated ghost,screened_expansion,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,Richard Marsh,,,,,not authority-coded,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH216,The Leaden Ring,Sabine Baring-Gould,1904,short story,confirmed_textual_fit,screened British/Irish/imperial literary market; verify venue in chapter citations,confirmed,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG36638,PG36638.txt,https://www.gutenberg.org/ebooks/36638,title heading to next major heading,5148,c9a768de8436d78770402471f30faf063135206a72ec1400e1318eb8dfd3e84c,texts/BGH216_Sabine_Baring_Gould_The_Leaden_Ring.txt,Added from the screened Sheet2 expansion. spectral/revenant ring narrative,screened_expansion,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,Sabine Baring-Gould,,,,,not authority-coded,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH217,The Mother of Pansies,Sabine Baring-Gould,1904,short story,confirmed_textual_fit,screened British/Irish/imperial literary market; verify venue in chapter citations,confirmed,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG36638,PG36638.txt,https://www.gutenberg.org/ebooks/36638,title heading to next major heading,5645,f3d44e07cb6fc88098e085af2b0939eebd51ca797ce2ed488070dc41f24b2d88,texts/BGH217_Sabine_Baring_Gould_The_Mother_of_Pansies.txt,Added from the screened Sheet2 expansion. ghost story in A Book of Ghosts,screened_expansion,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,Sabine Baring-Gould,,,,,not authority-coded,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH218,Jean Bouchon,Sabine Baring-Gould,1904,short story,confirmed_textual_fit,screened British/Irish/imperial literary market; verify venue in chapter citations,confirmed,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG36638,PG36638.txt,https://www.gutenberg.org/ebooks/36638,title heading to next major heading,577,0fbb3405dae94848aee5b0a566ff4f276998234b2ae12656408e6a8986c305e4,texts/BGH218_Sabine_Baring_Gould_Jean_Bouchon.txt,Added from the screened Sheet2 expansion. ghost story in A Book of Ghosts,screened_expansion,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,Sabine Baring-Gould,,,,,not authority-coded,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH219,Pomps and Vanities,Sabine Baring-Gould,1904,short story,confirmed_textual_fit,screened British/Irish/imperial literary market; verify venue in chapter citations,confirmed,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG36638,PG36638.txt,https://www.gutenberg.org/ebooks/36638,title heading to next major heading,9517,bde986c31d37ca58f073bb3b0344635af5c67b0794465e91ddc7bda127182aa7,texts/BGH219_Sabine_Baring_Gould_Pomps_and_Vanities.txt,Added from the screened Sheet2 expansion. ghost story in A Book of Ghosts,screened_expansion,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,Sabine Baring-Gould,,,,,not authority-coded,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH220,The Haunted Mill,Jerome K. Jerome,1891,short story,confirmed_textual_fit,screened British/Irish/imperial literary market; verify venue in chapter citations,confirmed,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG1993,PG1993.txt,https://www.gutenberg.org/ebooks/1993,title heading to next major heading,1191,655e862298d6749e7203c3c3f5b32b09c7dcb910556deaa47b718b9d9d3c8082,texts/BGH220_Jerome_K_Jerome_The_Haunted_Mill.txt,Added from the screened Sheet2 expansion. comic haunting,screened_expansion,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,Jerome K. Jerome,,,,,not authority-coded,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH221,The Ghost of the Blue Chamber,Jerome K. Jerome,1891,short story,confirmed_textual_fit,screened British/Irish/imperial literary market; verify venue in chapter citations,confirmed,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG1993,PG1993.txt,https://www.gutenberg.org/ebooks/1993,title heading to next major heading,922,fa22a6cf399d3baf0ecc8a927f41580165a4bd0cd2206035832837a371434c68,texts/BGH221_Jerome_K_Jerome_The_Ghost_of_the_Blue_Chamber.txt,Added from the screened Sheet2 expansion. comic ghost,screened_expansion,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,Jerome K. Jerome,,,,,not authority-coded,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH222,An Item of Fashionable Intelligence,Jerome K. Jerome,1891,short story,confirmed_textual_fit,screened British/Irish/imperial literary market; verify venue in chapter citations,confirmed,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG2234,PG2234.txt,https://www.gutenberg.org/ebooks/2234,title heading to next major heading,6148,f9a0a0934921df5791f24ff81f796d9a28b5d543308b2fd1886b845173ebb393,texts/BGH222_Jerome_K_Jerome_An_Item_of_Fashionable_Intelligence.txt,Added from the screened Sheet2 expansion. comic ghost testimony,screened_expansion,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,Jerome K. Jerome,,,,,not authority-coded,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH223,The Lost Stradivarius,John Meade Falkner,1895,novel,confirmed_textual_fit,screened British/Irish/imperial literary market; verify venue in chapter citations,confirmed,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG14107,PG14107.txt,https://www.gutenberg.org/ebooks/14107,whole autonomous work,50030,97b9ecb65109ab8a52a25d31e480c7e8b6af1795c852dbc9435c82a5f84079e5,texts/BGH223_John_Meade_Falkner_The_Lost_Stradivarius.txt,Added from the screened Sheet2 expansion. music/object-mediated ghost,screened_expansion,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,John Meade Falkner,,,,,not authority-coded,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH224,Wuthering Heights,Emily Brontë,1847,novel,confirmed_textual_fit,screened British/Irish/imperial literary market; verify venue in chapter citations,confirmed,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG768,PG768.txt,https://www.gutenberg.org/ebooks/768,whole autonomous work,116519,ddb865d9d295d33d17bc985191ff27e7bc066b85cfe969572cb9488c38d77a22,texts/BGH224_Emily_Bronte_Wuthering_Heights.txt,Added from the screened Sheet2 expansion. Catherine's ghost and haunted inheritance,screened_expansion,,woman; public author identity; authority record still recommended,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,Emily Brontë,,,,,woman,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH225,The Spectre of Tappington,Richard Harris Barham,1837,verse tale,confirmed_textual_fit,screened British/Irish/imperial literary market; verify venue in chapter citations,confirmed,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG78750,PG78750.txt,https://www.gutenberg.org/ebooks/78750,title heading to verified next-work heading,7968,72c369410154e0af79711ff8d4b13347c23a5845f1e8c88489651ecaf530eb5b,texts/BGH225_Richard_Harris_Barham_The_Spectre_of_Tappington.txt,Added from the screened Sheet2 expansion. comic ghost,screened_expansion,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,Richard Harris Barham,,,,,not authority-coded,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH226,Caterpillars,E. F. Benson,1912,short story,confirmed_textual_fit,screened British/Irish/imperial literary market; verify venue in chapter citations,confirmed,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG72421,PG72421.txt,https://www.gutenberg.org/ebooks/72421,title heading to next major heading,3499,fd3503e377b07ec73b4415fb2729d35d9b0d900fe2024c769eefd3242f10178a,texts/BGH226_E_F_Benson_Caterpillars.txt,Added from the screened Sheet2 expansion. malignant apparitions; ontology ambiguous,screened_expansion,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,E. F. Benson,,,,,not authority-coded,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH227,The Bus-Conductor,E. F. Benson,1906,short story,confirmed_textual_fit,screened British/Irish/imperial literary market; verify venue in chapter citations,confirmed,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG72421,PG72421.txt,https://www.gutenberg.org/ebooks/72421,title heading to next major heading,3459,e4a43b6c51572405a4c687b3037d5786cf612766ef69294a94e266b6edb4acff,texts/BGH227_E_F_Benson_The_Bus_Conductor.txt,Added from the screened Sheet2 expansion. crisis apparition,screened_expansion,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,E. F. Benson,,,,,not authority-coded,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
